user_id,vehicle_model,battery_capacity,charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed,charging_duration,charging_rate,charging_cost,time_of_day,day_of_week,soc_start,soc_end,distance_driven,temperature,vehicle_age,charger_type,user_type
User_2,Hyundai Kona,100.0,Station_428,San Francisco,2024-01-01 01:00:00,2024-01-01 03:01:00,12.339275203733752,3.133652052688084,30.67773493971444,21.12844792913739,Morning,Monday,10.115777641679946,84.66434362786444,112.11280368218186,14.311025660377789,3,Level 1,Casual Driver
User_4,Hyundai Kona,50.0,Station_327,Houston,2024-01-01 03:00:00,2024-01-01 06:42:00,79.45782398845503,1.266430804620451,32.882869757386224,13.036238833914622,Evening,Saturday,83.12000296074223,99.62432763119423,199.5777845163286,38.31631316036344,1,Level 1,Long-Distance Traveler
User_5,Hyundai Kona,50.0,Station_108,Los Angeles,2024-01-01 04:00:00,2024-01-01 05:46:00,19.62910416772725,2.0197650865894614,10.215712071204608,10.161471171031415,Morning,Saturday,54.25894969116981,63.743786036169695,203.66184655799864,-7.834199027249213,1,Level 1,Long-Distance Traveler
User_9,Chevy Bolt,62.0,Station_493,Los Angeles,2024-01-01 08:00:00,2024-01-01 09:21:00,43.59237228216989,1.724203599132774,14.294922926661108,32.465005072088225,Evening,Wednesday,33.46620026326066,92.96142090358896,208.25974249443672,22.51670642679634,4,Level 1,Commuter
User_15,BMW i3,85.0,Station_96,Houston,2024-01-01 14:00:00,2024-01-01 17:32:00,12.927545290947553,3.4218093378407497,24.21115011711917,18.552815677456245,Afternoon,Monday,71.68354383511853,63.70663794066834,155.36060543681995,39.50544568765913,4,Level 1,Casual Driver
User_19,Tesla Model 3,100.0,Station_434,New York,2024-01-01 18:00:00,2024-01-01 21:03:00,42.63801819167288,0.8075321582617996,20.49084604597367,25.0787937101842,Evening,Saturday,55.51705087402344,52.7134886858277,280.8620709755801,37.430356532255,0,Level 1,Long-Distance Traveler
User_25,Tesla Model 3,100.0,Station_150,Houston,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247694,0.9571376601264636,11.238538626794044,24.03753468851581,Morning,Wednesday,65.48688658113335,65.35209627449626,173.47152650529225,35.977821918048456,4,Level 1,Long-Distance Traveler
User_27,Chevy Bolt,75.0,Station_361,Houston,2024-01-02 02:00:00,2024-01-02 02:33:00,43.487751224792326,3.652540335433942,36.18237188372349,27.44831088430594,Afternoon,Thursday,88.74847907153811,87.82402899882813,80.91266512306521,29.872209873061493,0,Level 1,Commuter
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.547713717696371,45.7767311942711,9.855826892937216,Night,Sunday,98.3327953116332,94.50485176968456,162.6865443608225,5.504758728380647,0,Level 1,Long-Distance Traveler
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,18.865801960923783,29.86624992587584,Evening,Tuesday,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4,Level 1,Commuter
